item_id,company_name,item_name,protein_option,price,description,added_date,last_modified_date,discontinued_date
21,Cava,Fountain Soda,,3.05,Choose from a selection of Maine Root fountain sodas.,2023-09-28,2023-09-28,none
22,Cava,Spindrift Lemon,,2.65,Sparkling lemon water that tastes like the real thing—because it is! There's real lemon juice in each can.,2023-09-28,2023-09-28,none
23,Cava,Spindrift Half Tea & Half Lemon,,2.65,Real-squeezed lemon juice meets Argentinian black tea in this pitch perfect pairing. Crisp and refreshing.,2023-09-28,2023-09-28,none
24,Cava,Open Water Still,,2.65,"Open Water still water is made in aluminum cans, the most recycled packaging in the world. Bonus: Open Water is also carbon neutral.",2023-09-28,2023-09-28,none
25,Cava,Open Water Sparkling,,2.65,"Open Water sparkling water is made in aluminum cans, the most recycled packaging in the world. Bonus: Open Water is also carbon neutral.",2023-09-28,2023-09-28,none
26,Cava,Kid's Apple Juice,,2.15,Organic apple juice from Honest Kids. No sugar added.,2023-09-28,2023-09-28,none
27,Cava,Kid's Milk,,2.15,Organic 1% milk.,2023-09-28,2023-09-28,none
28,Cava,Kid's Chocolate Milk,,2.15,Organic 1% chocolate milk.,2023-09-28,2023-09-28,none
29,Cava,Pita Chips,,2.35,"Made in-house in small batches, our pita chips are meant for big dipping (really, they go with alllll of our dips and dressings). Crispy on the outside while still soft and chewy on the inside.",2023-09-28,2023-09-28,none
30,Cava,Side Pita,,2.15,"Our warm, fluffy, and perfectly chewy whole pita is made exclusively for CAVA by Brooklyn-based Damascus bakery. It features a mix of sprouted grains and is free of artificial preservatives.",2023-09-28,2023-09-28,none
31,Cava,Side Crazy Feta®,,3.80,"Feta whipped with jalapeño, onions, and olive oil for just that right level of spicy. A true original and CAVA signature. This dip has a lot going for it, so serve it with something simple like raw vegetables or pita chips.",2023-09-28,2023-09-28,none
32,Cava,Side Hummus,,3.20,"Chickpeas puréed with tahini, lemon juice, fresh garlic, and salt. That's it—no oil here! What doesn't this go with? We love it with fresh vegetables, on toast or pita, or um, spooned right out of the container. A guest favorite and CAVA classic.",2023-09-28,2023-09-28,none
33,Cava,Side Harissa,,3.20,"A Greek spin on a traditional North African spicy chili pepper paste. Our version has lots of vibrant tomato flavor and a good kick at the end. Plus, parsley, garlic, and some secret spices. Mix with hummus,or labneh for a super-powered dip, or marinate chicken or roasted veg. A leftovers savior!",2023-09-28,2023-09-28,none
34,Cava,Side Tzatziki,,3.20,"Made with the best (seriously, it's really great) Greek yogurt, shredded cucumber, dill, and salt. A top seller for a reason thanks to its freshness and simplicity. This dip is thick, creamy, and brightens everything. Especially great with lamb and beef. And chips!",2023-09-28,2023-09-28,none
35,Cava,Side Red Pepper Hummus,,3.20,"Something magical happens when fresh roasted red peppers are puréed with chickpeas, tahini, and garlic.",2023-09-28,2023-09-28,none
36,Cava,Side Roasted Eggplant,,3.35,"Roasted eggplant that's emulsified with olive oil and lemon juice. Plus, parsley, onions, garlic. Sleeper hit!",2023-09-28,2023-09-28,none
37,Cava,Salted Chocolate Oat Cookie,,3.00,"If an oatmeal cookie and a salted chocolate chip cookie had a beautiful baby. Made in partnership with Whisked, a woman-owned, DC-based bakery.",2023-09-28,2023-09-28,none
38,Cava,Greyston Blondie,,2.50,"This blondie tastes like it just came out of the oven, thanks to the super soft, almost-gooey inside. Handcrafted by Greyston Bakery—a social justice enterprise and B Corp that prioritizes inclusive hiring—for CAVA.",2023-09-28,2023-09-28,none
39,Cava,Greyston Brownie,,2.50,"An intensely chocolatey brownie, with a super fudgy, almost-gooey inside. Handcrafted by Greyston Bakery—a social justice enterprise and B Corp that prioritizes inclusive hiring—for CAVA.",2023-09-28,2023-09-28,none
